hgnc_symbol,ensembl_gene_id,entrezgene_id,mgi_symbol,ensembl_gene_id_mouse,entrezgene_id_mouse
RB1CC1,ENSG00000023287,9821,Rb1cc1,ENSMUSG00000025907,12421
RBFOX3,ENSG00000167281,146713,Rbfox3,ENSMUSG00000025576,52897
RELB,ENSG00000104856,5971,Relb,ENSMUSG00000002983,19698
RELN,ENSG00000189056,5649,Reln,ENSMUSG00000042453,19699
RGL1,ENSG00000143344,23179,Rgl1,ENSMUSG00000026482,19731
RIPK1,ENSG00000137275,8737,Ripk1,ENSMUSG00000021408,19766
RIPK2,ENSG00000104312,8767,Ripk2,ENSMUSG00000041135,192656
RNF8,ENSG00000112130,9025,Rnf8,ENSMUSG00000090083,58230
RPA1,ENSG00000132383,6117,Rpa1,ENSMUSG00000000751,68275
RPL28,ENSG00000108107,6158,Rpl28,ENSMUSG00000030432,19943
RPL29,ENSG00000162244,6159,Rpl29,ENSMUSG00000048758,19944
RPL36AL,ENSG00000165502,6166,Rpl36al,ENSMUSG00000049751,66483
RPL9,ENSG00000163682,6133,Rpl9,ENSMUSG00000047215,20005
RPS10,ENSG00000124614,6204,Rps10,ENSMUSG00000052146,67097
RPS2,ENSG00000140988,6187,Rps2,ENSMUSG00000044533,16898
RPS21,ENSG00000171858,6227,Rps21,ENSMUSG00000039001,66481
RPS3,ENSG00000149273,6188,Rps3,ENSMUSG00000030744,27050
RPS9,ENSG00000170889,6203,Rps9,ENSMUSG00000006333,76846
RRM2,ENSG00000171848,6241,Rrm2,ENSMUSG00000020649,20135
RSAD2,ENSG00000134321,91543,Rsad2,ENSMUSG00000020641,58185
RTN4RL1,ENSG00000185924,146760,Rtn4rl1,ENSMUSG00000045287,237847
S1PR3,ENSG00000213694,1903,S1pr3,ENSMUSG00000067586,13610
S1PR4,ENSG00000125910,8698,S1pr4,ENSMUSG00000044199,13611
S1PR5,ENSG00000180739,53637,S1pr5,ENSMUSG00000045087,94226
SELL,ENSG00000188404,6402,Sell,ENSMUSG00000026581,20343
SERPINE1,ENSG00000106366,5054,Serpine1,ENSMUSG00000037411,18787
SERPINF1,ENSG00000132386,5176,Serpinf1,ENSMUSG00000000753,20317
SESN1,ENSG00000080546,27244,Sesn1,ENSMUSG00000038332,140742
SESN2,ENSG00000130766,83667,Sesn2,ENSMUSG00000028893,230784
SETD1A,ENSG00000099381,9739,Setd1a,ENSMUSG00000042308,233904
SETD1B,ENSG00000139718,23067,Setd1b,ENSMUSG00000038384,208043
SETD2,ENSG00000181555,29072,Setd2,ENSMUSG00000044791,235626
SETD7,ENSG00000145391,80854,Setd7,ENSMUSG00000037111,73251
SETDB1,ENSG00000143379,9869,Setdb1,ENSMUSG00000015697,84505
SFTPD,ENSG00000133661,6441,Sftpd,ENSMUSG00000021795,20390
SHANK3,ENSG00000251322,85358,Shank3,ENSMUSG00000022623,58234
SIGLEC1,ENSG00000088827,6614,Siglec1,ENSMUSG00000027322,20612
SIGLEC5,ENSG00000105501,8778,Siglecf,ENSMUSG00000039013,233186
SIN3A,ENSG00000169375,25942,Sin3a,ENSMUSG00000042557,20466
SLAMF8,ENSG00000158714,56833,Slamf8,ENSMUSG00000053318,74748
SLAMF9,ENSG00000162723,89886,Slamf9,ENSMUSG00000026548,98365
SLFN11,ENSG00000172716,91607,Slfn8,ENSMUSG00000035208,276950
SMARCA4,ENSG00000127616,6597,Smarca4,ENSMUSG00000032187,20586
SMARCA5,ENSG00000153147,8467,Smarca5,ENSMUSG00000031715,93762
SMARCD1,ENSG00000066117,6602,Smarcd1,ENSMUSG00000023018,83797
SMC1A,ENSG00000072501,8243,Smc1a,ENSMUSG00000041133,24061
SOCS3,ENSG00000184557,9021,Socs3,ENSMUSG00000053113,12702
SOX4,ENSG00000124766,6659,Sox4,ENSMUSG00000076431,20677
SPINT1,ENSG00000166145,6692,Spint1,ENSMUSG00000027315,20732
SRXN1,ENSG00000271303,140809,Srxn1,ENSMUSG00000032802,76650
ST3GAL6,ENSG00000064225,10402,St3gal6,ENSMUSG00000022747,54613
ST8SIA6,ENSG00000148488,338596,St8sia6,ENSMUSG00000003418,241230
STEAP4,ENSG00000127954,79689,Steap4,ENSMUSG00000012428,117167
STX18,ENSG00000168818,53407,Stx18,ENSMUSG00000029125,71116
SUV39H1,ENSG00000101945,6839,Suv39h1,ENSMUSG00000039231,20937
SUV39H2,ENSG00000152455,79723,Suv39h2,ENSMUSG00000026646,64707
SUZ12,ENSG00000178691,23512,Suz12,ENSMUSG00000017548,52615
SYK,ENSG00000165025,6850,Syk,ENSMUSG00000021457,20963
TARBP2,ENSG00000139546,6895,Tarbp2,ENSMUSG00000023051,21357
TBC1D4,ENSG00000136111,9882,Tbc1d4,ENSMUSG00000033083,210789
TET1,ENSG00000138336,80312,Tet1,ENSMUSG00000047146,52463
TFG,ENSG00000114354,10342,Tfg,ENSMUSG00000022757,21787
TIMELESS,ENSG00000111602,8914,Timeless,ENSMUSG00000039994,21853
TIMP1,ENSG00000102265,7076,Timp1,ENSMUSG00000001131,21857
TLE3,ENSG00000140332,7090,Tle3,ENSMUSG00000032280,21887
TMC7,ENSG00000170537,79905,Tmc7,ENSMUSG00000042246,209760
STING1,ENSG00000184584,340061,Tmem173,ENSMUSG00000024349,72512
TMEM204,ENSG00000131634,79652,Tmem204,ENSMUSG00000024168,407831
PACC1,ENSG00000065600,55248,Tmem206,ENSMUSG00000026627,66950
TMEM37,ENSG00000171227,140738,Tmem37,ENSMUSG00000050777,170706
TMEM64,ENSG00000180694,169200,Tmem64,ENSMUSG00000043252,100201
TNFRSF13C,ENSG00000159958,115650,Tnfrsf13c,ENSMUSG00000068105,72049
TNFRSF25,ENSG00000215788,8718,Tnfrsf25,ENSMUSG00000024793,85030
TNFRSF4,ENSG00000186827,7293,Tnfrsf4,ENSMUSG00000029075,22163
TNFSF10,ENSG00000121858,8743,Tnfsf10,ENSMUSG00000039304,22035
TNFSF12,ENSG00000239697,8742,Tnfsf12,ENSMUSG00000097328,21944
TNFSF13B,ENSG00000102524,10673,Tnfsf13b,ENSMUSG00000031497,24099
TNFSF4,ENSG00000117586,7292,Tnfsf4,ENSMUSG00000026700,22164
TNFSF8,ENSG00000106952,944,Tnfsf8,ENSMUSG00000028362,21949
TOP2A,ENSG00000131747,7153,Top2a,ENSMUSG00000020914,21973
TOPBP1,ENSG00000163781,11073,Topbp1,ENSMUSG00000032555,235559
TPD52,ENSG00000076554,7163,Tpd52,ENSMUSG00000027506,21985
TRAF1,ENSG00000056558,7185,Traf1,ENSMUSG00000026875,22029
TRAF2,ENSG00000127191,7186,Traf2,ENSMUSG00000026942,22030
TRAF3,ENSG00000131323,7187,Traf3,ENSMUSG00000021277,22031
TRAF6,ENSG00000175104,7189,Traf6,ENSMUSG00000027164,22034
TREM3,NA,NA,Trem3,ENSMUSG00000041754,58218
TRIM47,ENSG00000132481,91107,Trim47,ENSMUSG00000020773,217333
TP73,ENSG00000078900,7161,Trp73,ENSMUSG00000029026,22062
TRPA1,ENSG00000104321,8989,Trpa1,ENSMUSG00000032769,277328
TRPM4,ENSG00000130529,54795,Trpm4,ENSMUSG00000038260,68667
TSPAN18,ENSG00000157570,90139,Tspan18,ENSMUSG00000027217,241556
TTR,ENSG00000118271,7276,Ttr,ENSMUSG00000061808,22139
TUBB3,ENSG00000258947,10381,Tubb3,ENSMUSG00000062380,22152
TUBB4A,ENSG00000104833,10382,Tubb4a,ENSMUSG00000062591,22153
TXNRD1,ENSG00000198431,7296,Txnrd1,ENSMUSG00000020250,50493
UNG,ENSG00000076248,7374,Ung,ENSMUSG00000029591,22256
UTY,ENSG00000183878,7404,Uty,ENSMUSG00000068457,22290
VAMP7,ENSG00000124333,6845,Vamp7,ENSMUSG00000051412,20955
VAV1,ENSG00000141968,7409,Vav1,ENSMUSG00000034116,22324
VPS4A,ENSG00000132612,27183,Vps4a,ENSMUSG00000031913,116733
VPS4B,ENSG00000119541,9525,Vps4b,ENSMUSG00000009907,20479
WAS,ENSG00000015285,7454,Was,ENSMUSG00000031165,22376
WDR5,ENSG00000196363,11091,Wdr5,ENSMUSG00000026917,140858
XRCC6,ENSG00000196419,2547,Xrcc6,ENSMUSG00000022471,14375
ZBP1,ENSG00000124256,81030,Zbp1,ENSMUSG00000027514,58203
ZFP367,ENSG00000165244,195828,Zfp367,ENSMUSG00000044934,238673
