genesymbol,ensg_id,Length
LINC00454,ENSG00000226921,2234
AC007271.3,ENSG00000226925,382
AC010423.1,ENSG00000226926,2034
RP11-302I18.3,ENSG00000226927,245
RPS14P4,ENSG00000226928,418
CT47A11,ENSG00000226929,1294
GTF2IP2,ENSG00000226930,697
NRBF2P2,ENSG00000226933,861
LINC00161,ENSG00000226935,870
CEP164P1,ENSG00000226937,4357
RP11-117D22.1,ENSG00000226938,383
AC062021.1,ENSG00000226939,557
RBMY1J,ENSG00000226941,2043
IL9RP3,ENSG00000226942,1674
ALG1L5P,ENSG00000226943,771
RP1-120G22.11,ENSG00000226944,378
RP11-564A8.4,ENSG00000226945,611
AC062022.1,ENSG00000226946,1684
RP1-52J10.9,ENSG00000226947,325
RPS4XP2,ENSG00000226948,793
OR6K5P,ENSG00000226949,945
DANCR,ENSG00000226950,2285
RP4-714D9.4,ENSG00000226952,252
AC010890.1,ENSG00000226953,810
RP5-983L19.2,ENSG00000226954,3775
AC104306.4,ENSG00000226955,341
AP000432.2,ENSG00000226956,516
RP4-533D7.4,ENSG00000226957,649
CTD-2328D6.1,ENSG00000226958,432
RP5-837O21.1,ENSG00000226960,589
AC018463.5,ENSG00000226961,492
RAC1P6,ENSG00000226962,575
AC078883.4,ENSG00000226963,558
RHEBP2,ENSG00000226964,600
AC003088.1,ENSG00000226965,495
HAUS4P1,ENSG00000226967,1145
LINC00423,ENSG00000226968,903
RP11-547D24.3,ENSG00000226969,538
RP11-82H13.2,ENSG00000226970,244
AF196972.4,ENSG00000226971,1330
AC013717.3,ENSG00000226972,486
RP4-663N10.2,ENSG00000226973,794
AC006987.6,ENSG00000226975,527
COX6A1P2,ENSG00000226976,330
HMGN1P24,ENSG00000226977,298
MAGI2-AS2,ENSG00000226978,476
LTA,ENSG00000226979,1737
ABHD17AP6,ENSG00000226981,1044
CENPCP1,ENSG00000226982,2578
AP000235.2,ENSG00000226983,2719
RP4-591B8.2,ENSG00000226984,427
LINC01203,ENSG00000226985,922
RP11-543B16.2,ENSG00000226986,659
RP11-544A12.5,ENSG00000226987,559
AL049758.2,ENSG00000226989,397
RP11-543F8.2,ENSG00000226990,430
AC112229.6,ENSG00000226991,337
AC144525.1,ENSG00000226992,592
AC012593.1,ENSG00000226994,4324
LINC00658,ENSG00000226995,2575
AP000477.3,ENSG00000226996,984
RP11-291J9.1,ENSG00000226998,664
AC073325.2,ENSG00000226999,159
HSPD1P14,ENSG00000227000,1618
NBPF2P,ENSG00000227001,661
SNRPEP10,ENSG00000227002,274
AC108032.1,ENSG00000227004,207
RP5-956O18.2,ENSG00000227006,861
LINC01247,ENSG00000227007,4209
RP3-417G15.1,ENSG00000227008,416
FUNDC2P4,ENSG00000227009,421
C17orf112,ENSG00000227011,835
RP1-97J1.2,ENSG00000227012,762
OR7E96P,ENSG00000227013,976
AC007285.6,ENSG00000227014,953
RP11-548K12.6,ENSG00000227015,328
RP11-262K1.1,ENSG00000227016,593
AC007036.6,ENSG00000227017,674
IL6STP1,ENSG00000227018,1020
OR7E101P,ENSG00000227019,513
AC007557.3,ENSG00000227021,541
OR51A3P,ENSG00000227023,924
SLC8A1-AS1,ENSG00000227028,8475
RP11-168P8.3,ENSG00000227029,513
RP11-34E5.4,ENSG00000227032,831
AC105461.1,ENSG00000227033,391
RP11-234N17.1,ENSG00000227034,257
RP11-3N2.8,ENSG00000227035,673
LINC00511,ENSG00000227036,8615
AC005077.12,ENSG00000227038,2576
ITGB2-AS1,ENSG00000227039,2438
RP11-533F5.2,ENSG00000227040,567
RP6-1O2.1,ENSG00000227042,611
RP11-286M16.1,ENSG00000227043,385
RP11-98D18.1,ENSG00000227045,386
AC012065.4,ENSG00000227047,686
RP11-134G8.2,ENSG00000227048,387
RP11-460I13.2,ENSG00000227050,491
C14orf132,ENSG00000227051,7966
RP11-395B7.4,ENSG00000227053,407
FDX1P2,ENSG00000227054,375
AC009961.5,ENSG00000227055,251
RPL6P2,ENSG00000227056,783
WDR46,ENSG00000227057,3115
RP13-34L8.7,ENSG00000227058,305
ANHX,ENSG00000227059,3452
LINC00629,ENSG00000227060,909
AC079779.7,ENSG00000227061,4775
RP11-115A15.4,ENSG00000227062,418
RPL41P1,ENSG00000227063,81
RP3-363L9.1,ENSG00000227064,297
RP3-340N1.2,ENSG00000227066,2639
DPPA3P1,ENSG00000227067,469
RP11-12A16.3,ENSG00000227068,633
CNN2P2,ENSG00000227069,909
RP11-191G24.1,ENSG00000227070,476
FOCAD-AS1,ENSG00000227071,423
RP3-466I7.1,ENSG00000227072,494
SDHDP2,ENSG00000227073,465
AP000472.3,ENSG00000227075,530
RP11-4C20.4,ENSG00000227076,371
AC107983.4,ENSG00000227077,210
AC004448.2,ENSG00000227078,520
CTD-2021A8.3,ENSG00000227080,685
RP11-543P15.1,ENSG00000227081,255
CH17-437K3.1,ENSG00000227082,3662
L29074.3,ENSG00000227083,534
RBMX2P5,ENSG00000227087,969
AC084149.2,ENSG00000227088,284
RP1-135L22.1,ENSG00000227089,386
AP000402.3,ENSG00000227090,540
RP5-1028L10.1,ENSG00000227091,997
RP11-565P22.2,ENSG00000227094,517
HMGB3P8,ENSG00000227096,577
RPS28P7,ENSG00000227097,210
AC073636.1,ENSG00000227098,646
RP11-433J20.2,ENSG00000227101,633
OR2AS1P,ENSG00000227102,319
PIGQP1,ENSG00000227104,430
PARP1P1,ENSG00000227105,3026
AC096574.5,ENSG00000227107,2057
IGHD1-14,ENSG00000227108,17
CRIP1P3,ENSG00000227109,220
LMCD1-AS1,ENSG00000227110,6458
RP11-460N20.4,ENSG00000227113,232
RP11-267C16.1,ENSG00000227115,5513
RP3-471C18.1,ENSG00000227116,470
HORMAD2-AS1,ENSG00000227117,1439
BTF3P13,ENSG00000227118,490
AC009238.7,ENSG00000227120,424
RP11-319F12.2,ENSG00000227121,415
RPL12P44,ENSG00000227123,502
ZNF717,ENSG00000227124,6871
AP002856.6,ENSG00000227125,562
LBX1-AS1,ENSG00000227128,3448
RP11-552E20.1,ENSG00000227131,539
AC011742.5,ENSG00000227133,434
AC093084.1,ENSG00000227134,687
GCSAML-AS1,ENSG00000227135,1638
LINC00595,ENSG00000227136,2298
RP11-421B23.2,ENSG00000227138,169
RP11-533N14.3,ENSG00000227139,446
USP17L5,ENSG00000227140,1593
RP11-545A16.3,ENSG00000227141,2471
LINC01153,ENSG00000227143,2864
IL21-AS1,ENSG00000227145,3748
RP11-196D18.1,ENSG00000227148,419
AC092156.3,ENSG00000227149,243
RP11-473E2.3,ENSG00000227150,280
PRR20D,ENSG00000227151,1847
OR2T7,ENSG00000227152,927
MKRNP2,ENSG00000227154,505
RP11-165F24.3,ENSG00000227155,4016
AC068535.2,ENSG00000227157,471
AC073621.2,ENSG00000227158,1024
DDX11L16,ENSG00000227159,1306
THEM7P,ENSG00000227160,1190
AC092755.4,ENSG00000227161,97
RP5-1198O20.5,ENSG00000227163,520
WDR11-AS1,ENSG00000227165,4112
STSP1,ENSG00000227166,1151
RP11-570H19.2,ENSG00000227167,237
RP1-37J18.1,ENSG00000227169,356
AF178030.2,ENSG00000227170,402
AC011290.4,ENSG00000227172,414
MYL6P3,ENSG00000227173,432
RP11-214D15.2,ENSG00000227175,380
AC092641.2,ENSG00000227176,772
AIMP1P2,ENSG00000227177,312
PGCP1,ENSG00000227179,1358
AC013467.1,ENSG00000227180,1041
RP11-317P15.3,ENSG00000227181,259
VN1R28P,ENSG00000227182,896
HDGFP1,ENSG00000227183,252
RP11-77G23.5,ENSG00000227186,380
RP11-6C10.1,ENSG00000227187,415
MGAT3-AS1,ENSG00000227188,498
AC092535.3,ENSG00000227189,2165
TRGC2,ENSG00000227191,2357
RP1-45I4.3,ENSG00000227192,552
RP11-439A17.4,ENSG00000227193,494
MIR663AHG,ENSG00000227195,5252
IGHD4-23,ENSG00000227196,19
AC009518.8,ENSG00000227197,799
C6orf47-AS1,ENSG00000227198,673
ST7-AS1,ENSG00000227199,1889
RP11-121A14.3,ENSG00000227200,373
CNN2P1,ENSG00000227201,918
SUB1P1,ENSG00000227203,382
RBMY2JP,ENSG00000227204,1059
PFN1P9,ENSG00000227205,433
XXbac-BCX196D17.5,ENSG00000227206,389
RPL31P12,ENSG00000227207,358
WARS2P1,ENSG00000227209,537
AC079145.4,ENSG00000227210,541
RP5-1100E15.4,ENSG00000227211,348
PFN1P7,ENSG00000227212,399
SPATA13-AS1,ENSG00000227213,433
HCG15,ENSG00000227214,1032
RP11-445L13__B.3,ENSG00000227215,480
RP11-367J7.3,ENSG00000227217,758
RP11-203J24.8,ENSG00000227218,2520
RP11-69I8.3,ENSG00000227220,495
RP11-72H11.1,ENSG00000227224,390
MTND1P14,ENSG00000227225,950
AC017101.10,ENSG00000227227,571
RP11-261C10.5,ENSG00000227230,694
WASH7P,ENSG00000227232,1351
CICP17,ENSG00000227233,2377
SPANXB2,ENSG00000227234,469
RP11-365D9.1,ENSG00000227236,1724
AL672294.1,ENSG00000227237,462
TTC39DP,ENSG00000227238,1688
RP11-563D10.1,ENSG00000227240,832
AC011998.4,ENSG00000227241,117
NBPF13P,ENSG00000227242,3808
SLAMF6P1,ENSG00000227243,602
LINC00845,ENSG00000227244,696
RP11-136C24.2,ENSG00000227245,509
TRIM60P13,ENSG00000227247,1283
FAM155A-IT1,ENSG00000227248,819
AC000374.1,ENSG00000227249,1745
TRIM60P9Y,ENSG00000227251,816
AC105760.2,ENSG00000227252,2341
RP11-166N17.1,ENSG00000227253,1109
VDAC1P12,ENSG00000227254,882
CDRT15P2,ENSG00000227255,416
MIS18A-AS1,ENSG00000227256,769
RP11-330M2.3,ENSG00000227257,391
SMIM2-AS1,ENSG00000227258,3009
HMGN2P22,ENSG00000227259,175
AC116035.1,ENSG00000227260,436
YWHAZP7,ENSG00000227261,631
HCG4B,ENSG00000227262,991
ACTR3BP5,ENSG00000227264,1479
AC073464.4,ENSG00000227265,1190
RP11-305O4.2,ENSG00000227267,581
KLLN,ENSG00000227268,4277
RP11-96L7.2,ENSG00000227269,439
AC009963.4,ENSG00000227270,157
RPL39P25,ENSG00000227271,154
AC005358.3,ENSG00000227274,1143
MTND6P10,ENSG00000227275,517
RP11-656D10.5,ENSG00000227278,432
AC015933.2,ENSG00000227279,440
RP11-164D18.2,ENSG00000227282,566
RPL35AP12,ENSG00000227283,338
MARK2P10,ENSG00000227284,1437
RP5-837I24.1,ENSG00000227288,1675
HSFY3P,ENSG00000227289,1191
LINC01364,ENSG00000227290,889
AC092170.1,ENSG00000227291,356
AC009229.5,ENSG00000227292,622
AC118345.1,ENSG00000227293,366
AC016994.2,ENSG00000227294,552
ELL2P1,ENSG00000227295,1906
RP4-718J7.4,ENSG00000227297,823
ARAFP3,ENSG00000227298,490
KRT16P2,ENSG00000227300,1500
RP11-384P7.5,ENSG00000227301,1144
SSXP9,ENSG00000227302,292
GS1-256O22.5,ENSG00000227303,623
RP11-791G16.2,ENSG00000227304,1493
RP11-340I6.3,ENSG00000227305,701
AP006285.6,ENSG00000227306,587
RP11-95I16.2,ENSG00000227307,943
AC009502.4,ENSG00000227308,2951
AC140076.1,ENSG00000227309,361
RP1-228H13.1,ENSG00000227311,480
RP11-496D1.2,ENSG00000227312,348
RP11-309N24.1,ENSG00000227313,868
MTND4P15,ENSG00000227321,1033
RP11-258C19.4,ENSG00000227329,167
AP000998.2,ENSG00000227330,478
AC005042.2,ENSG00000227331,800
RP11-38M15.11,ENSG00000227332,489
IGHJ1P,ENSG00000227335,55
LINC00434,ENSG00000227336,419
AC139452.2,ENSG00000227337,471
RP11-195B3.1,ENSG00000227338,463
THRAP3P1,ENSG00000227339,2786
LINC00307,ENSG00000227342,424
RPL15P1,ENSG00000227343,600
HAUS6P1,ENSG00000227344,1551
PARG,ENSG00000227345,5129
HNRNPKP2,ENSG00000227347,1390
MTND5P25,ENSG00000227348,799
CEACAMP7,ENSG00000227349,496
RP11-438P9.2,ENSG00000227350,466
NANOGP6,ENSG00000227351,847
ARHGEF7-AS1,ENSG00000227352,321
RAB28P3,ENSG00000227353,597
RBM26-AS1,ENSG00000227354,3747
RP11-162D16.2,ENSG00000227355,440
LINC00866,ENSG00000227356,418
RP11-180I4.1,ENSG00000227358,355
AC017074.2,ENSG00000227359,561
RP11-518I13.1,ENSG00000227360,811
RPS24P7,ENSG00000227361,246
AC019172.2,ENSG00000227363,717
AC018685.2,ENSG00000227364,368
AC008060.5,ENSG00000227365,468
SLC9B1P4,ENSG00000227367,1288
AC079753.5,ENSG00000227368,547
RP4-669P10.19,ENSG00000227370,456
RP11-3L10.2,ENSG00000227371,418
TP73-AS1,ENSG00000227372,7205
RP11-160H22.5,ENSG00000227373,1158
RP11-109A6.3,ENSG00000227374,495
DLG1-AS1,ENSG00000227375,1694
FTH1P16,ENSG00000227376,552
PPIAP2,ENSG00000227379,492
EIF4A2P2,ENSG00000227382,1070
RP11-571F15.2,ENSG00000227383,327
AC091705.1,ENSG00000227386,209
RP11-112J3.16,ENSG00000227388,952
SALL1P1,ENSG00000227391,3837
HPN-AS1,ENSG00000227392,1124
RP6-127F18.2,ENSG00000227393,845
AC007386.3,ENSG00000227394,582
EIF2AP4,ENSG00000227395,1781
CTD-2526L21.3,ENSG00000227397,190
KIF9-AS1,ENSG00000227398,4898
RP11-118F2.2,ENSG00000227399,483
AC012501.2,ENSG00000227400,984
RPL37P1,ENSG00000227401,284
AC009299.3,ENSG00000227403,2377
KRT8P20,ENSG00000227404,1409
RNF6P1,ENSG00000227406,1784
AC008746.3,ENSG00000227407,529
AMYP1,ENSG00000227408,1023
ZMYM4-AS1,ENSG00000227409,459
BAATP1,ENSG00000227411,1225
STK33P1,ENSG00000227412,1218
RP5-1042K10.12,ENSG00000227413,355
RP11-109P14.2,ENSG00000227416,429
RP11-397P13.6,ENSG00000227417,643
PCGEM1,ENSG00000227418,1712
RP11-476B1.1,ENSG00000227421,621
OR10U1P,ENSG00000227423,905
MRPS21P2,ENSG00000227425,264
VN1R33P,ENSG00000227426,887
RP1-49C23.1,ENSG00000227427,973
AC019185.2,ENSG00000227430,389
CSE1L-AS1,ENSG00000227431,556
AC053503.11,ENSG00000227432,519
AC069213.4,ENSG00000227433,367
RNF19BPX,ENSG00000227434,625
FCF1P1,ENSG00000227436,571
RP11-179H18.5,ENSG00000227437,627
AP001471.1,ENSG00000227438,672
TTTY17B,ENSG00000227439,166
ATP5G1P4,ENSG00000227440,441
RP11-344A7.1,ENSG00000227443,392
AC007322.5,ENSG00000227444,750
OR10R1P,ENSG00000227445,1141
XGY1,ENSG00000227447,446
RP11-111F5.5,ENSG00000227449,2977
HNRNPA1P63,ENSG00000227453,963
MTND4P30,ENSG00000227454,899
RP11-300M24.1,ENSG00000227455,3881
LINC00310,ENSG00000227456,3280
AC079612.2,ENSG00000227459,348
RP11-108B14.4,ENSG00000227462,327
RP11-158D2.2,ENSG00000227463,2007
GPN3P1,ENSG00000227465,535
RP11-397C12.1,ENSG00000227466,456
LINC01537,ENSG00000227467,2450
AL928742.12,ENSG00000227468,634
AC073415.2,ENSG00000227470,153
AKR1B15,ENSG00000227471,3325
TSSK5P,ENSG00000227473,907
RP11-295P9.2,ENSG00000227474,864
RP11-810B23.1,ENSG00000227475,187
STK4-AS1,ENSG00000227477,2065
AC124861.1,ENSG00000227479,429
CCDC148-AS1,ENSG00000227480,795
RP11-89N17.2,ENSG00000227481,577
RP11-18B16.2,ENSG00000227482,1223
XX-C283C717.1,ENSG00000227484,531
RP11-5P4.2,ENSG00000227485,359
RP13-188A5.1,ENSG00000227486,1007
NCAM1-AS1,ENSG00000227487,1198
GAGE12D,ENSG00000227488,527
AC006458.3,ENSG00000227489,653
CCNJP1,ENSG00000227491,1149
RP11-316M21.6,ENSG00000227492,846
RP11-104D21.1,ENSG00000227493,936
USP9YP14,ENSG00000227494,563
AC109333.10,ENSG00000227495,583
RP11-145A3.1,ENSG00000227496,1530
PABPC1P6,ENSG00000227497,1829
AC018359.3,ENSG00000227498,574
RP11-419M24.4,ENSG00000227499,253
SCAMP4,ENSG00000227500,6953
LINC01268,ENSG00000227502,2755
RP11-434J24.2,ENSG00000227505,298
LTB,ENSG00000227507,1535
FLJ38122,ENSG00000227508,3611
EIF2B5-IT1,ENSG00000227509,727
LINC01442,ENSG00000227510,2107
GS1-466O4.2,ENSG00000227511,862
RP11-413M3.4,ENSG00000227512,864
AC114755.3,ENSG00000227513,868
RP11-709P2.1,ENSG00000227514,521
C1DP4,ENSG00000227515,424
RP5-973N23.4,ENSG00000227516,403
LINC01483,ENSG00000227517,4173
XXyac-YRM2039.3,ENSG00000227518,2923
CTA-342B11.1,ENSG00000227519,473
RP13-213K19.1,ENSG00000227521,988
RPS20P15,ENSG00000227523,311
RPL7P6,ENSG00000227525,738
RP11-223A3.1,ENSG00000227527,661
DIAPH3-AS1,ENSG00000227528,536
RP11-202G18.1,ENSG00000227531,744
AC002542.2,ENSG00000227532,193
SLC2A1-AS1,ENSG00000227533,3364
RP3-323B6.1,ENSG00000227534,968
RP11-809N15.2,ENSG00000227535,254
SOCS5P4,ENSG00000227536,1566
RP11-215C7.3,ENSG00000227537,335
HNRNPFP1,ENSG00000227538,1133
RP11-152N13.5,ENSG00000227540,940
RP3-525N14.2,ENSG00000227541,688
AC092614.2,ENSG00000227542,909
SPAG5-AS1,ENSG00000227543,3835
AC018647.3,ENSG00000227544,2849
RP5-905H7.10,ENSG00000227545,906
OR4A2P,ENSG00000227547,913
AC116035.2,ENSG00000227549,517
TRBV7-5,ENSG00000227550,345
USP17L12,ENSG00000227551,1593
RP11-444D13.1,ENSG00000227554,364
RP11-406A20.4,ENSG00000227555,2720
RP11-472F19.1,ENSG00000227556,107
MTND3P9,ENSG00000227557,346
RP11-139K1.2,ENSG00000227560,390
RP11-796I2.1,ENSG00000227562,585
RNF11B,ENSG00000227563,440
LINC00376,ENSG00000227564,693
SNX18P26,ENSG00000227568,740
RP5-1166A24.1,ENSG00000227573,607
RP13-1039J1.3,ENSG00000227574,476
RPS3AP53,ENSG00000227578,778
RP1-35C21.2,ENSG00000227579,938
RP13-140E4.1,ENSG00000227581,622
RP11-262H14.7,ENSG00000227582,1489
RP11-119F7.3,ENSG00000227583,745
MTND4P5,ENSG00000227584,1375
RP11-103C3.2,ENSG00000227585,858
RP11-162A23.5,ENSG00000227586,341
CNTN4-AS2,ENSG00000227588,426
RP5-1092A11.5,ENSG00000227589,754
ATP5G1P5,ENSG00000227590,411
RP1-28O10.1,ENSG00000227591,477
PIGFP3,ENSG00000227592,722
RP11-715G18.3,ENSG00000227593,950
AC019100.7,ENSG00000227597,1131
RP1-167A14.2,ENSG00000227598,385
RP4-753D4.2,ENSG00000227599,1586
RP3-445N2.1,ENSG00000227602,330
RP11-165J3.6,ENSG00000227603,691
TOMM22P3,ENSG00000227604,345
AC005392.13,ENSG00000227606,500
SUMO2P2,ENSG00000227607,255
TMEM183AP1,ENSG00000227609,290
FRMPD3-AS1,ENSG00000227610,457
LINC01074,ENSG00000227611,555
QRSL1P2,ENSG00000227613,964
RP11-864N7.2,ENSG00000227615,399
AC063976.1,ENSG00000227616,329
CERS6-AS1,ENSG00000227617,4301
RP11-492E3.2,ENSG00000227619,2449
ALG1L8P,ENSG00000227620,760
PHBP11,ENSG00000227621,809
AC073987.2,ENSG00000227623,235
SNRPEP3,ENSG00000227624,276
RP11-520H14.1,ENSG00000227625,208
RP1-101K10.6,ENSG00000227627,663
SLC25A15P1,ENSG00000227629,342
LINC01132,ENSG00000227630,3793
AC018804.6,ENSG00000227632,618
RBMY2YP,ENSG00000227633,912
RP11-431K24.3,ENSG00000227634,497
USP9YP21,ENSG00000227635,432
HNRNPA1P14,ENSG00000227638,935
SOX21-AS1,ENSG00000227640,3287
HIGD1AP11,ENSG00000227644,280
RPL7P54,ENSG00000227645,674
STEAP2-AS1,ENSG00000227646,1208
RP11-522L3.9,ENSG00000227649,483
ISCA1P6,ENSG00000227653,390
SERPINA7P1,ENSG00000227657,631
AC005160.3,ENSG00000227658,381
CLYBL-AS2,ENSG00000227659,695
RP11-162J8.2,ENSG00000227660,714
AC073869.10,ENSG00000227661,761
RPL7P2,ENSG00000227663,268
CYCSP24,ENSG00000227666,316
RP11-331H2.3,ENSG00000227667,243
RP11-488L18.4,ENSG00000227671,2160
RP11-243J18.2,ENSG00000227673,157
LINC00355,ENSG00000227674,1878
LINC01068,ENSG00000227676,724
RP11-73O6.3,ENSG00000227678,2906
RP11-453N3.1,ENSG00000227679,397
AC108051.2,ENSG00000227680,549
RP11-307P5.1,ENSG00000227681,1267
ATP5A1P2,ENSG00000227682,502
RP11-445N18.5,ENSG00000227683,535
CROCCP4,ENSG00000227684,498
AC087499.10,ENSG00000227685,620
RP4-681L3.2,ENSG00000227687,230
HNRNPA3P2,ENSG00000227688,662
SRP68P2,ENSG00000227689,254
MED28P3,ENSG00000227692,531
GSTM3P1,ENSG00000227693,574
AC005884.1,ENSG00000227694,471
DNMBP-AS1,ENSG00000227695,2336
AP001619.2,ENSG00000227698,447
RP11-301M17.1,ENSG00000227700,517
LINC00111,ENSG00000227702,575
RP1-266L20.4,ENSG00000227704,335
RP11-15M15.2,ENSG00000227705,485
RP11-301G19.1,ENSG00000227706,1605
SDAD1P3,ENSG00000227707,333
AC079150.3,ENSG00000227708,357
RP11-118D22.3,ENSG00000227709,1060
LL22NC03-30E12.13,ENSG00000227710,346
RP11-275O4.5,ENSG00000227711,1368
RP11-418J17.3,ENSG00000227712,898
AC116609.1,ENSG00000227713,706
MTND6P18,ENSG00000227714,513
AP000459.7,ENSG00000227716,861
RP11-578F21.4,ENSG00000227717,2472
AC016730.1,ENSG00000227718,832
AC006042.6,ENSG00000227719,524
RPSAP64,ENSG00000227721,336
RP5-1059H15.1,ENSG00000227722,548
CTA-31J9.2,ENSG00000227723,370
GCOM2,ENSG00000227725,1104
AP001271.3,ENSG00000227726,206
RP11-690C23.4,ENSG00000227728,1371
RD3L,ENSG00000227729,1201
MTND6P5,ENSG00000227730,512
RP4-565E6.1,ENSG00000227733,9520
RP11-49L2.1,ENSG00000227734,303
CYCSP5,ENSG00000227735,297
AC007163.9,ENSG00000227736,754
OR8B1P,ENSG00000227737,918
AC092646.2,ENSG00000227738,901
RP11-318C24.2,ENSG00000227740,657
RP11-536C5.7,ENSG00000227741,1578
CALR4P,ENSG00000227742,946
RP4-745K6.1,ENSG00000227743,378
FLJ43879,ENSG00000227744,3489
AC098826.5,ENSG00000227745,651
RP11-16L9.1,ENSG00000227747,790
RP11-497D6.3,ENSG00000227748,455
RP1-20B21.4,ENSG00000227751,311
RP11-216N21.1,ENSG00000227753,308
AP000344.4,ENSG00000227755,795
AP000282.2,ENSG00000227757,682
HCG9P5,ENSG00000227758,225
VTI1BP4,ENSG00000227759,527
RP11-298E10.1,ENSG00000227760,283
GUSBP8,ENSG00000227762,679
RP11-354K1.1,ENSG00000227764,1204
RP11-162O12.2,ENSG00000227765,512
HCG4P5,ENSG00000227766,993
AC072062.3,ENSG00000227769,3813
RPL7P12,ENSG00000227770,750
ASH1L-IT1,ENSG00000227773,448
RP1-283E3.4,ENSG00000227775,2759
AKR1D1P1,ENSG00000227776,936
RP4-738P11.3,ENSG00000227777,618
GS1-164F24.1,ENSG00000227779,285
CTC-529I10.2,ENSG00000227782,802
ZNF965P,ENSG00000227784,817
AC092013.1,ENSG00000227785,332
AC012363.8,ENSG00000227788,771
AC098817.3,ENSG00000227789,1134
AC015922.5,ENSG00000227790,1368
AC007365.4,ENSG00000227791,458
AC092796.1,ENSG00000227795,174
AC012358.4,ENSG00000227799,1434
IGHD4-17,ENSG00000227800,16
DNAJB3,ENSG00000227802,1266
RP11-239H6.2,ENSG00000227803,380
RP11-248J23.5,ENSG00000227805,466
OR5W1P,ENSG00000227806,938
RP11-171A24.2,ENSG00000227809,648
FAM212B-AS1,ENSG00000227811,2131
RP1-180M12.1,ENSG00000227813,490
MRPS17P9,ENSG00000227814,393
RP11-195C7.3,ENSG00000227815,795
ARHGAP42P1,ENSG00000227817,1976
RP11-227F8.2,ENSG00000227818,453
AC122136.2,ENSG00000227824,478
SLC9A7P1,ENSG00000227825,3311
RP11-958N24.2,ENSG00000227827,9932
TRIM60P3Y,ENSG00000227830,673
ST13P21,ENSG00000227832,1098
AP003385.2,ENSG00000227834,893
CARM1P1,ENSG00000227835,1656
AC008850.3,ENSG00000227836,362
TRIM60P11Y,ENSG00000227837,801
RP1-213J1P__B.1,ENSG00000227838,819
KRTAP8-3P,ENSG00000227840,188
MTND5P31,ENSG00000227841,1374
AC093166.2,ENSG00000227842,330
RP11-184B22.2,ENSG00000227845,442
UGT1A11P,ENSG00000227846,849
RP11-420H19.2,ENSG00000227847,373
SUCLA2-AS1,ENSG00000227848,552
SEPT2P1,ENSG00000227850,180
RP11-381K7.1,ENSG00000227851,427
RP11-156G14.6,ENSG00000227852,166
RP11-307O1.1,ENSG00000227854,156
DPY19L2P3,ENSG00000227855,4263
RP4-533D7.5,ENSG00000227857,339
MTND5P18,ENSG00000227860,1801
HNRNPA1P31,ENSG00000227862,970
AC002383.2,ENSG00000227863,671
ARL5AP1,ENSG00000227864,388
TCEB1P11,ENSG00000227867,332
C1orf234,ENSG00000227868,658
RP11-807H17.1,ENSG00000227869,955
USP9YP12,ENSG00000227871,570
RP3-389A20.2,ENSG00000227873,394
GRAMD4P1,ENSG00000227874,1110
RP11-426M1.2,ENSG00000227875,255
LINC00948,ENSG00000227877,2941
AC114760.1,ENSG00000227878,652
PSPC1P1,ENSG00000227879,665
RP11-46E17.6,ENSG00000227880,770
ASS1P5,ENSG00000227881,1239
PRKRIRP6,ENSG00000227882,2310
ATP6V0E1P4,ENSG00000227883,242
RP11-79N23.1,ENSG00000227885,850
RPS26P13,ENSG00000227887,330
FAM66A,ENSG00000227888,1222
PSMA2P3,ENSG00000227890,675
OR5P4P,ENSG00000227892,917
LINC00352,ENSG00000227893,552
ISX-AS1,ENSG00000227895,202
RP11-77P6.2,ENSG00000227896,3058
AC062032.1,ENSG00000227902,355
MED6P1,ENSG00000227905,713
SNAP25-AS1,ENSG00000227906,5440
RP11-102C16.3,ENSG00000227907,452
FLJ31104,ENSG00000227908,2289
RP11-73B2.6,ENSG00000227910,876
RP11-141M1.1,ENSG00000227911,644
RP11-69C17.3,ENSG00000227912,2321
KRT8P44,ENSG00000227913,1350
RP11-130C19.3,ENSG00000227914,1207
TCEB1P16,ENSG00000227915,332
RP11-143M1.3,ENSG00000227917,772
AL353997.11,ENSG00000227919,108
RP1-153P14.5,ENSG00000227920,998
SPTLC1P5,ENSG00000227922,252
RP5-905H7.7,ENSG00000227923,333
RBPJP6,ENSG00000227924,1431
RP11-191N8.2,ENSG00000227925,423
MACROD2-IT1,ENSG00000227927,1004
SRGAP3-AS3,ENSG00000227929,567
AC009508.1,ENSG00000227930,499
RP13-16H11.2,ENSG00000227932,319
RP11-331F9.4,ENSG00000227933,574
RP11-423F24.3,ENSG00000227934,573
RP6-102O10.1,ENSG00000227935,708
MTND2P30,ENSG00000227937,382
AC104695.4,ENSG00000227938,849
RPL3P2,ENSG00000227939,1203
RP11-372M18.1,ENSG00000227940,492
UQCRBP2,ENSG00000227941,297
FRMD8P1,ENSG00000227942,1524
